Company,Model,Year,Reviewer,Date,Title,Rating,Review
maserati,coupe,2003,fbuyer, 09/05/2003,2003 Maserati Coupe,1,"I've driven this car for over 1000
miles, and plan to sell it soon.  In the
first 300 miles the driver's side window
stopped working!  Mind you, this is a
$100k car!  I've also had some problems
with the shifter going about 45 mph.  I
would stick to a BMW M5 at this price range."
maserati,coupe,2003,Teo, 07/27/2003,"mamma mia, now that's Italian",4,"Great looks, head turner, very fast... 
true sports car. A combination of 
beauty and muscle.  

It does have some problems that require 
repair: radio, CD, oil leak, gear box 
noise, vacum noise and more.  

 

  "
maserati,coupe,2003,michael006, 08/21/2003,Maser Coupe GT,3,"Awesome engine, so-so transmission, 
lots of fun to drive.  Not so reliable."
maserati,coupe,2003,John A, 08/02/2003,Best sounding car under $200k,5,"I was a hard core Porsche person until 
Driving the '03 Coupe GT.  The sounds 
this engine makes is unparalleled by 
anything without a prancing horse on 
it.  The low end torque is absolutely 
amazing.  The hand stitched leather is 
also gorgeous--better than anything 
else in the market.  Performance is all 
there--zero to 60 in 4.7!!!  Also, only 
1,000 in the country, so that is about 
1 Maserati to every 20 Carreras (not 
counting past model years!)  Buy this 
car if you have the means"
maserati,coupe,2003,SLC, 08/10/2003,Maserati,4,"Best car I ever owned. I've had 
Mercedes, Ferrari's, BMW's, etc, but 
none have given me the enjoyment my 
Maserate Coupe has."
maserati,coupe,2003,ital, 10/22/2003,Italian exotic for less,4,"cambiocorsa transmission (F1 style 
paddleshift behind steering wheel) is a 
definite plus over the manual.  Shifts 
are quick, but they need some getting 
used to (take off your foot from the 
accelarator whenever shifting), but 
once this is mastered, what a blast to 
drive.  Ferrari engine & transmission, 
Brembus brakes, italian workmanship for 
a the price of a S500 - take it any day."
maserati,coupe,2003,greggp2, 09/16/2006,Best Valued Exotic Around,5,"Where else can you drive a new, hand built, Italian Exotic with a V8 source Ferrari engine and F1 shifting technology for under $90,000?  If you want exhilarating performance, Italian head turning styling and exclusivity, then you owe it to yourself to check out this car.   You won't be disappointed.  I've owned Porsches, Mercedes and BMWs and this car is by far the most fun to drive and turns more heads than anything else I've ever driven."
maserati,coupe,2003,BACKNBLACK, 05/29/2003,An excellent GT,4,"I really wish i would have gotten a 
Cambicorsa. It really catches people 
off guard. I still haven't seen another 
one on the road. A really great GT."
maserati,coupe,2003,Magnum, 10/02/2019,Maintenance costs,2,"You should be careful when looking at this car, oil changes over $200,
Clutches that can wear out in less than 10,000 miles. Very hard car to work on"
maserati,coupe,2004,GTC, 10/07/2004,Better than adrenalin,4,"This is a very exciting car, whether 
you drive it or just look at it.  The 
acceleration, cornering, braking, and 
overall handling characteristics are 
outstanding.  It gets looks even from 
people who are not ""car people."""
maserati,coupe,2004,RMK, 12/02/2004,True Exotic Sports Car,4,"WOW! Get behind the wheel of a Maserati Coupe Cambiocorsa and you will understand the hype and accolades. I turned in a Porsche 911 C4S to buy one. I have driven a BMW M3, BMW M5, and the Porsche, and the Maserati is definetely the most fun of them all to drive. The M5 felt more refined and had more spontaneous raw power (6 speed), and the Porsche was all around more precise and smooth, but the Maserati is a true sports car!  It has great power and handling with the most appealing looks. It has a great exhaust and engine sound even without the tubi exhaust.  The F1 paddles gives the driver a formula track feel. Everyone stares at this Italian beauty.  If you can, indulge.  As Ferris Bueller would say, I would highly recommend one for anyone who can afford to buy one!"
maserati,coupe,2004,pnc47, 02/16/2004,maserati coupe,3,"New toy. Very fast. F1 transmission is 
a bit quirky to drive especially at 
low speed, ie., parking and the like. 
At speed it is awesome. Don't know how 
reliable this car will be. Looks good. "
maserati,coupe,2004,Peter, 05/27/2006,Sweet,4,"Once the driver grows into the car, passengers would rather be driven than try to drive it (If one is not in the mood to drive, the car can barely be driven; it simply says:""If you want to drive a Ford, drive a Ford, don't drive me!"".)  It's sound is peerless. The feeling of the climbing revs is better than the most exquisite foot massage. The interior is impeccably and tastefully finished. Although it's a no-gadget car, it is not in the slightest utilitarian (as is the competition). It is  the best value car of its class. The head mechanic says it's a Ferrari at half the price (this engine is put into the F360, mfg'd by Maserati) Sweet!"
maserati,coupe,2004,Juan Colombo, 11/29/2006,"Style, Class and Fun",4,"A car that does not drive itself, it requires an understanding of standard shifting.  This car is hungry for speed, but once you get acquainted with it provides a fun driving experience even at low urban speeds.  The engine is a Ferrari, so you are driving the best there is.  It is surprisingly spacious for 4 passengers even as it looks definitely like a sport coupe.  Quality design and finishes are noticeable throughout."
maserati,coupe,2004,mjkmd, 03/20/2004,Creating a buzz,4,"I purchased my Maserati coup 2 months 
ago and I have loved every minute 
driving this powerful yet elegant 
machine.  This head turning vehicle has 
been the talk of the community.  It is 
fast, has highly responsive tight 
handling, and an incredibly sticky 
braking system.

The sound system is awesome and the 
seats are the most comfortable I've 
ever experienced. The leather work and 
interior details are magnificent.

My father in law drove the car last 
week and was regretting the fact that 
he just bought a Porshe 911."
